query,intent,response,entities
transfer funds,transfer_money,Please confirm the recipient and transfer amount.,PERSON:John|MONEY:2000
transfer funds,transfer_money,"Sure, who would you like to send money to?",PERSON:Priya|MONEY:1500
transfer funds,transfer_money,Please confirm the recipient and transfer amount.,
send money to Priya,transfer_money,Please provide the recipient name and amount to initiate the transfer.,PERSON:Ravi|MONEY:3000
make payment,transfer_money,Please provide the recipient name and amount to initiate the transfer.,PERSON:John|MONEY:2000
transfer funds,transfer_money,"Sure, who would you like to send money to?",PERSON:Ravi|MONEY:3000
i want to send 3000 to Ravi,transfer_money,Please provide the recipient name and amount to initiate the transfer.,PERSON:Ravi|MONEY:3000
transfer funds,transfer_money,Please provide the recipient name and amount to initiate the transfer.,PERSON:Ravi|MONEY:3000
transfer funds,transfer_money,Please confirm the recipient and transfer amount.,PERSON:John|MONEY:2000
transfer 2000 to John,transfer_money,Please confirm the recipient and transfer amount.,PERSON:Priya|MONEY:1500
transfer 2000 to John,transfer_money,Please confirm the recipient and transfer amount.,
transfer 2000 to John,transfer_money,Please confirm the recipient and transfer amount.,PERSON:John|MONEY:2000
transfer funds,transfer_money,Please confirm the recipient and transfer amount.,PERSON:John|MONEY:2000
transfer 2000 to John,transfer_money,"Sure, who would you like to send money to?",PERSON:John|MONEY:2000
transfer funds,transfer_money,"Sure, who would you like to send money to?",PERSON:Priya|MONEY:1500
i want to send 3000 to Ravi,transfer_money,Please confirm the recipient and transfer amount.,PERSON:John|MONEY:2000
transfer 2000 to John,transfer_money,Please confirm the recipient and transfer amount.,PERSON:Ravi|MONEY:3000
send money to Priya,transfer_money,"Sure, who would you like to send money to?",PERSON:Priya|MONEY:1500
transfer 2000 to John,transfer_money,Please confirm the recipient and transfer amount.,
make payment,transfer_money,Please confirm the recipient and transfer amount.,PERSON:Priya|MONEY:1500
send money to Priya,transfer_money,Please provide the recipient name and amount to initiate the transfer.,PERSON:Ravi|MONEY:3000
send money to Priya,transfer_money,Please confirm the recipient and transfer amount.,PERSON:Ravi|MONEY:3000
i want to send 3000 to Ravi,transfer_money,Please confirm the recipient and transfer amount.,PERSON:Ravi|MONEY:3000
transfer 2000 to John,transfer_money,"Sure, who would you like to send money to?",PERSON:John|MONEY:2000
make payment,transfer_money,"Sure, who would you like to send money to?",PERSON:Ravi|MONEY:3000
i want to send 3000 to Ravi,transfer_money,Please confirm the recipient and transfer amount.,PERSON:John|MONEY:2000
make payment,transfer_money,Please provide the recipient name and amount to initiate the transfer.,
make payment,transfer_money,"Sure, who would you like to send money to?",PERSON:John|MONEY:2000
make payment,transfer_money,Please provide the recipient name and amount to initiate the transfer.,PERSON:Ravi|MONEY:3000
make payment,transfer_money,Please provide the recipient name and amount to initiate the transfer.,PERSON:Ravi|MONEY:3000
transfer 2000 to John,transfer_money,"Sure, who would you like to send money to?",PERSON:Ravi|MONEY:3000
transfer 2000 to John,transfer_money,"Sure, who would you like to send money to?",PERSON:John|MONEY:2000
transfer funds,transfer_money,Please confirm the recipient and transfer amount.,PERSON:Priya|MONEY:1500
transfer funds,transfer_money,"Sure, who would you like to send money to?",
i want to send 3000 to Ravi,transfer_money,Please confirm the recipient and transfer amount.,PERSON:Ravi|MONEY:3000
i want to send 3000 to Ravi,transfer_money,Please provide the recipient name and amount to initiate the transfer.,PERSON:Priya|MONEY:1500
send money to Priya,transfer_money,Please provide the recipient name and amount to initiate the transfer.,
transfer 2000 to John,transfer_money,Please provide the recipient name and amount to initiate the transfer.,
transfer funds,transfer_money,Please provide the recipient name and amount to initiate the transfer.,PERSON:Ravi|MONEY:3000
transfer funds,transfer_money,Please provide the recipient name and amount to initiate the transfer.,
transfer funds,transfer_money,"Sure, who would you like to send money to?",PERSON:John|MONEY:2000
i want to send 3000 to Ravi,transfer_money,Please provide the recipient name and amount to initiate the transfer.,
make payment,transfer_money,"Sure, who would you like to send money to?",PERSON:Priya|MONEY:1500
make payment,transfer_money,"Sure, who would you like to send money to?",PERSON:Ravi|MONEY:3000
transfer 2000 to John,transfer_money,"Sure, who would you like to send money to?",PERSON:Priya|MONEY:1500
send money to Priya,transfer_money,Please provide the recipient name and amount to initiate the transfer.,PERSON:Ravi|MONEY:3000
transfer 2000 to John,transfer_money,"Sure, who would you like to send money to?",PERSON:John|MONEY:2000
i want to send 3000 to Ravi,transfer_money,Please confirm the recipient and transfer amount.,PERSON:John|MONEY:2000
send money to Priya,transfer_money,Please provide the recipient name and amount to initiate the transfer.,PERSON:John|MONEY:2000
transfer funds,transfer_money,Please provide the recipient name and amount to initiate the transfer.,PERSON:Priya|MONEY:1500
send money to Priya,transfer_money,"Sure, who would you like to send money to?",PERSON:Priya|MONEY:1500
send money to Priya,transfer_money,Please provide the recipient name and amount to initiate the transfer.,PERSON:John|MONEY:2000
make payment,transfer_money,"Sure, who would you like to send money to?",
send money to Priya,transfer_money,Please provide the recipient name and amount to initiate the transfer.,PERSON:John|MONEY:2000
send money to Priya,transfer_money,Please provide the recipient name and amount to initiate the transfer.,PERSON:John|MONEY:2000
transfer funds,transfer_money,"Sure, who would you like to send money to?",PERSON:John|MONEY:2000
make payment,transfer_money,"Sure, who would you like to send money to?",PERSON:John|MONEY:2000
send money to Priya,transfer_money,"Sure, who would you like to send money to?",PERSON:Priya|MONEY:1500
i want to send 3000 to Ravi,transfer_money,"Sure, who would you like to send money to?",PERSON:John|MONEY:2000
i want to send 3000 to Ravi,transfer_money,Please confirm the recipient and transfer amount.,PERSON:Ravi|MONEY:3000
send money to Priya,transfer_money,Please provide the recipient name and amount to initiate the transfer.,PERSON:John|MONEY:2000
transfer funds,transfer_money,"Sure, who would you like to send money to?",PERSON:John|MONEY:2000
send money to Priya,transfer_money,"Sure, who would you like to send money to?",
transfer funds,transfer_money,Please provide the recipient name and amount to initiate the transfer.,PERSON:John|MONEY:2000
transfer funds,transfer_money,Please confirm the recipient and transfer amount.,
transfer funds,transfer_money,Please provide the recipient name and amount to initiate the transfer.,PERSON:Priya|MONEY:1500
send money to Priya,transfer_money,"Sure, who would you like to send money to?",PERSON:Priya|MONEY:1500
send money to Priya,transfer_money,Please provide the recipient name and amount to initiate the transfer.,
transfer 2000 to John,transfer_money,"Sure, who would you like to send money to?",PERSON:Priya|MONEY:1500
transfer funds,transfer_money,"Sure, who would you like to send money to?",PERSON:John|MONEY:2000
send money to Priya,transfer_money,"Sure, who would you like to send money to?",PERSON:John|MONEY:2000
i want to send 3000 to Ravi,transfer_money,Please provide the recipient name and amount to initiate the transfer.,PERSON:Ravi|MONEY:3000
send money to Priya,transfer_money,Please provide the recipient name and amount to initiate the transfer.,
make payment,transfer_money,Please provide the recipient name and amount to initiate the transfer.,PERSON:Ravi|MONEY:3000
